Epoch 0,	 train_loss 0.000630	train_ratio 0.436806	eval_loss: 0.035077	eval_ratio: 0.4959605026929982
Epoch 30,	 train_loss 0.000388	train_ratio 0.606746	eval_loss: 0.027222	eval_ratio: 0.6000897666068222
Epoch 31,	 train_loss 0.000381	train_ratio 0.610162	eval_loss: 0.027247	eval_ratio: 0.5969479353680431
Epoch 32,	 train_loss 0.000381	train_ratio 0.628523	eval_loss: 0.027379	eval_ratio: 0.6050269299820467
Epoch 33,	 train_loss 0.000382	train_ratio 0.625107	eval_loss: 0.027468	eval_ratio: 0.5956014362657092
Epoch 34,	 train_loss 0.000379	train_ratio 0.624680	eval_loss: 0.027191	eval_ratio: 0.6014362657091562
Epoch 35,	 train_loss 0.000378	train_ratio 0.633646	eval_loss: 0.027046	eval_ratio: 0.599640933572711
Epoch 36,	 train_loss 0.000374	train_ratio 0.632365	eval_loss: 0.027463	eval_ratio: 0.599640933572711
Epoch 37,	 train_loss 0.000375	train_ratio 0.631085	eval_loss: 0.027398	eval_ratio: 0.6005385996409336
Epoch 38,	 train_loss 0.000377	train_ratio 0.628096	eval_loss: 0.027715	eval_ratio: 0.5978456014362658
Epoch 39,	 train_loss 0.000370	train_ratio 0.619983	eval_loss: 0.027519	eval_ratio: 0.6005385996409336
Epoch 40,	 train_loss 0.000369	train_ratio 0.636208	eval_loss: 0.027229	eval_ratio: 0.6018850987432675
Epoch 41,	 train_loss 0.000367	train_ratio 0.635781	eval_loss: 0.027252	eval_ratio: 0.599640933572711
Epoch 42,	 train_loss 0.000364	train_ratio 0.613578	eval_loss: 0.027630	eval_ratio: 0.5951526032315978
Epoch 43,	 train_loss 0.000367	train_ratio 0.640905	eval_loss: 0.027282	eval_ratio: 0.5978456014362658
Epoch 44,	 train_loss 0.000362	train_ratio 0.634500	eval_loss: 0.027338	eval_ratio: 0.6027827648114902
Epoch 45,	 train_loss 0.000363	train_ratio 0.640478	eval_loss: 0.027150	eval_ratio: 0.599640933572711
Epoch 46,	 train_loss 0.000358	train_ratio 0.634500	eval_loss: 0.027678	eval_ratio: 0.6005385996409336
Epoch 47,	 train_loss 0.000357	train_ratio 0.643467	eval_loss: 0.027360	eval_ratio: 0.599640933572711
Epoch 48,	 train_loss 0.000363	train_ratio 0.639197	eval_loss: 0.027298	eval_ratio: 0.6027827648114902
Epoch 49,	 train_loss 0.000355	train_ratio 0.643040	eval_loss: 0.027289	eval_ratio: 0.5973967684021544
Epoch 50,	 train_loss 0.000353	train_ratio 0.648591	eval_loss: 0.027275	eval_ratio: 0.6023339317773788
Epoch 51,	 train_loss 0.000351	train_ratio 0.651153	eval_loss: 0.027359	eval_ratio: 0.599640933572711
Epoch 52,	 train_loss 0.000350	train_ratio 0.650299	eval_loss: 0.027448	eval_ratio: 0.6027827648114902
Epoch 53,	 train_loss 0.000353	train_ratio 0.635781	eval_loss: 0.027588	eval_ratio: 0.6005385996409336
Epoch 54,	 train_loss 0.000349	train_ratio 0.646029	eval_loss: 0.027554	eval_ratio: 0.6036804308797128
Epoch 55,	 train_loss 0.000349	train_ratio 0.657985	eval_loss: 0.027521	eval_ratio: 0.6009874326750448
Epoch 56,	 train_loss 0.000342	train_ratio 0.657558	eval_loss: 0.027395	eval_ratio: 0.5969479353680431
Epoch 57,	 train_loss 0.000344	train_ratio 0.653715	eval_loss: 0.027687	eval_ratio: 0.599640933572711
Epoch 58,	 train_loss 0.000344	train_ratio 0.653288	eval_loss: 0.027883	eval_ratio: 0.6018850987432675
Epoch 59,	 train_loss 0.000345	train_ratio 0.658839	eval_loss: 0.027562	eval_ratio: 0.5991921005385996
Epoch 60,	 train_loss 0.000341	train_ratio 0.657985	eval_loss: 0.027505	eval_ratio: 0.5969479353680431
Epoch 61,	 train_loss 0.000341	train_ratio 0.659266	eval_loss: 0.028080	eval_ratio: 0.5991921005385996
Epoch 62,	 train_loss 0.000339	train_ratio 0.666524	eval_loss: 0.027830	eval_ratio: 0.6032315978456014
Epoch 63,	 train_loss 0.000336	train_ratio 0.657131	eval_loss: 0.029028	eval_ratio: 0.5897666068222621
Epoch 64,	 train_loss 0.000335	train_ratio 0.651153	eval_loss: 0.027747	eval_ratio: 0.6023339317773788
Epoch 65,	 train_loss 0.000335	train_ratio 0.665670	eval_loss: 0.027806	eval_ratio: 0.5987432675044884
Epoch 66,	 train_loss 0.000334	train_ratio 0.660547	eval_loss: 0.027747	eval_ratio: 0.6014362657091562
Epoch 67,	 train_loss 0.000335	train_ratio 0.664816	eval_loss: 0.027899	eval_ratio: 0.5987432675044884
Epoch 68,	 train_loss 0.000333	train_ratio 0.663108	eval_loss: 0.027847	eval_ratio: 0.6032315978456014
Epoch 69,	 train_loss 0.000330	train_ratio 0.643894	eval_loss: 0.028450	eval_ratio: 0.5951526032315978
Epoch 70,	 train_loss 0.000328	train_ratio 0.666097	eval_loss: 0.027657	eval_ratio: 0.5991921005385996
Epoch 71,	 train_loss 0.000332	train_ratio 0.674637	eval_loss: 0.027837	eval_ratio: 0.598294434470377
Epoch 72,	 train_loss 0.000327	train_ratio 0.673783	eval_loss: 0.028182	eval_ratio: 0.6032315978456014
Epoch 73,	 train_loss 0.000331	train_ratio 0.670367	eval_loss: 0.027882	eval_ratio: 0.5951526032315978
Epoch 74,	 train_loss 0.000328	train_ratio 0.646456	eval_loss: 0.028652	eval_ratio: 0.5942549371633752
Epoch 75,	 train_loss 0.000327	train_ratio 0.682750	eval_loss: 0.028013	eval_ratio: 0.5947037701974865
Epoch 76,	 train_loss 0.000321	train_ratio 0.677199	eval_loss: 0.028353	eval_ratio: 0.6005385996409336
Epoch 77,	 train_loss 0.000323	train_ratio 0.680188	eval_loss: 0.028128	eval_ratio: 0.6018850987432675
Epoch 78,	 train_loss 0.000319	train_ratio 0.668659	eval_loss: 0.028139	eval_ratio: 0.5964991023339318
Epoch 79,	 train_loss 0.000319	train_ratio 0.674210	eval_loss: 0.028538	eval_ratio: 0.5942549371633752
Epoch 80,	 train_loss 0.000319	train_ratio 0.655850	eval_loss: 0.028914	eval_ratio: 0.599640933572711
Epoch 81,	 train_loss 0.000323	train_ratio 0.668659	eval_loss: 0.028206	eval_ratio: 0.5960502692998204
Epoch 82,	 train_loss 0.000319	train_ratio 0.681896	eval_loss: 0.028919	eval_ratio: 0.6005385996409336
Epoch 83,	 train_loss 0.000318	train_ratio 0.682323	eval_loss: 0.028437	eval_ratio: 0.5973967684021544
Epoch 84,	 train_loss 0.000313	train_ratio 0.681896	eval_loss: 0.028288	eval_ratio: 0.6027827648114902
Epoch 85,	 train_loss 0.000317	train_ratio 0.666524	eval_loss: 0.028947	eval_ratio: 0.5969479353680431
Epoch 86,	 train_loss 0.000314	train_ratio 0.681042	eval_loss: 0.028787	eval_ratio: 0.6000897666068222
Epoch 87,	 train_loss 0.000316	train_ratio 0.692570	eval_loss: 0.028721	eval_ratio: 0.5933572710951526
Epoch 88,	 train_loss 0.000315	train_ratio 0.694278	eval_loss: 0.028704	eval_ratio: 0.5951526032315978
Epoch 89,	 train_loss 0.000308	train_ratio 0.674637	eval_loss: 0.028590	eval_ratio: 0.5947037701974865
Epoch 90,	 train_loss 0.000307	train_ratio 0.687874	eval_loss: 0.028528	eval_ratio: 0.5947037701974865
Epoch 91,	 train_loss 0.000307	train_ratio 0.690436	eval_loss: 0.028894	eval_ratio: 0.6032315978456014
Epoch 92,	 train_loss 0.000305	train_ratio 0.683177	eval_loss: 0.028492	eval_ratio: 0.5933572710951526
Epoch 93,	 train_loss 0.000303	train_ratio 0.690009	eval_loss: 0.028447	eval_ratio: 0.5964991023339318
Epoch 94,	 train_loss 0.000307	train_ratio 0.684458	eval_loss: 0.028565	eval_ratio: 0.5969479353680431
Epoch 95,	 train_loss 0.000303	train_ratio 0.687874	eval_loss: 0.028609	eval_ratio: 0.5911131059245961
Epoch 96,	 train_loss 0.000302	train_ratio 0.689582	eval_loss: 0.028834	eval_ratio: 0.5911131059245961
Epoch 97,	 train_loss 0.000300	train_ratio 0.678480	eval_loss: 0.029007	eval_ratio: 0.59245960502693
Epoch 98,	 train_loss 0.000301	train_ratio 0.681896	eval_loss: 0.028931	eval_ratio: 0.5888689407540395
Epoch 99,	 train_loss 0.000301	train_ratio 0.696840	eval_loss: 0.028705	eval_ratio: 0.5969479353680431
Epoch 100,	 train_loss 0.000298	train_ratio 0.695986	eval_loss: 0.029459	eval_ratio: 0.6018850987432675
Epoch 101,	 train_loss 0.000298	train_ratio 0.694278	eval_loss: 0.028862	eval_ratio: 0.6000897666068222
Epoch 102,	 train_loss 0.000296	train_ratio 0.682750	eval_loss: 0.029273	eval_ratio: 0.5942549371633752
Epoch 103,	 train_loss 0.000298	train_ratio 0.685739	eval_loss: 0.029054	eval_ratio: 0.5906642728904847
Epoch 104,	 train_loss 0.000294	train_ratio 0.694705	eval_loss: 0.029010	eval_ratio: 0.5933572710951526
Epoch 105,	 train_loss 0.000293	train_ratio 0.685312	eval_loss: 0.029112	eval_ratio: 0.5929084380610413
Epoch 106,	 train_loss 0.000293	train_ratio 0.701964	eval_loss: 0.029049	eval_ratio: 0.5920107719928187
Epoch 107,	 train_loss 0.000290	train_ratio 0.696840	eval_loss: 0.029451	eval_ratio: 0.5978456014362658
Epoch 108,	 train_loss 0.000288	train_ratio 0.709650	eval_loss: 0.029337	eval_ratio: 0.5920107719928187
Epoch 109,	 train_loss 0.000293	train_ratio 0.675064	eval_loss: 0.029349	eval_ratio: 0.5915619389587073
Epoch 110,	 train_loss 0.000289	train_ratio 0.705807	eval_loss: 0.029171	eval_ratio: 0.5978456014362658
Epoch 111,	 train_loss 0.000287	train_ratio 0.704099	eval_loss: 0.029116	eval_ratio: 0.5942549371633752
Epoch 112,	 train_loss 0.000285	train_ratio 0.709223	eval_loss: 0.029746	eval_ratio: 0.5969479353680431
Epoch 113,	 train_loss 0.000288	train_ratio 0.716055	eval_loss: 0.029738	eval_ratio: 0.5884201077199281
Epoch 114,	 train_loss 0.000282	train_ratio 0.717336	eval_loss: 0.029923	eval_ratio: 0.5951526032315978
Epoch 115,	 train_loss 0.000286	train_ratio 0.694705	eval_loss: 0.029511	eval_ratio: 0.5906642728904847
Epoch 116,	 train_loss 0.000280	train_ratio 0.708796	eval_loss: 0.029932	eval_ratio: 0.598294434470377
Epoch 117,	 train_loss 0.000283	train_ratio 0.713066	eval_loss: 0.030018	eval_ratio: 0.5902154398563735
Epoch 118,	 train_loss 0.000278	train_ratio 0.707088	eval_loss: 0.029662	eval_ratio: 0.5933572710951526
Epoch 119,	 train_loss 0.000280	train_ratio 0.696413	eval_loss: 0.029569	eval_ratio: 0.59245960502693
Epoch 120,	 train_loss 0.000282	train_ratio 0.705380	eval_loss: 0.029425	eval_ratio: 0.5879712746858169
Epoch 121,	 train_loss 0.000278	train_ratio 0.710504	eval_loss: 0.029425	eval_ratio: 0.59245960502693
Epoch 122,	 train_loss 0.000276	train_ratio 0.696413	eval_loss: 0.029717	eval_ratio: 0.5879712746858169
Epoch 123,	 train_loss 0.000278	train_ratio 0.687447	eval_loss: 0.030280	eval_ratio: 0.5879712746858169
Epoch 124,	 train_loss 0.000276	train_ratio 0.713066	eval_loss: 0.029738	eval_ratio: 0.5938061041292639
Epoch 125,	 train_loss 0.000273	train_ratio 0.717336	eval_loss: 0.030640	eval_ratio: 0.5875224416517055
Epoch 126,	 train_loss 0.000277	train_ratio 0.719044	eval_loss: 0.030183	eval_ratio: 0.5929084380610413
Epoch 127,	 train_loss 0.000272	train_ratio 0.708796	eval_loss: 0.029958	eval_ratio: 0.5956014362657092
Epoch 128,	 train_loss 0.000272	train_ratio 0.710504	eval_loss: 0.029790	eval_ratio: 0.5933572710951526
Epoch 129,	 train_loss 0.000266	train_ratio 0.706661	eval_loss: 0.030284	eval_ratio: 0.5902154398563735
Epoch 130,	 train_loss 0.000271	train_ratio 0.709650	eval_loss: 0.029781	eval_ratio: 0.5920107719928187
Epoch 131,	 train_loss 0.000270	train_ratio 0.722032	eval_loss: 0.030329	eval_ratio: 0.5929084380610413
Epoch 132,	 train_loss 0.000270	train_ratio 0.694278	eval_loss: 0.030027	eval_ratio: 0.5861759425493717
Epoch 133,	 train_loss 0.000268	train_ratio 0.715628	eval_loss: 0.029968	eval_ratio: 0.5897666068222621
Epoch 134,	 train_loss 0.000265	train_ratio 0.710504	eval_loss: 0.030127	eval_ratio: 0.5906642728904847
Epoch 135,	 train_loss 0.000264	train_ratio 0.711785	eval_loss: 0.030267	eval_ratio: 0.5929084380610413
Epoch 136,	 train_loss 0.000263	train_ratio 0.713493	eval_loss: 0.030252	eval_ratio: 0.5929084380610413
Epoch 137,	 train_loss 0.000260	train_ratio 0.704526	eval_loss: 0.030465	eval_ratio: 0.5879712746858169
Epoch 138,	 train_loss 0.000266	train_ratio 0.715628	eval_loss: 0.030370	eval_ratio: 0.5879712746858169
Epoch 139,	 train_loss 0.000263	train_ratio 0.728437	eval_loss: 0.030287	eval_ratio: 0.5897666068222621
Epoch 140,	 train_loss 0.000258	train_ratio 0.719898	eval_loss: 0.030197	eval_ratio: 0.5956014362657092
Epoch 141,	 train_loss 0.000262	train_ratio 0.719471	eval_loss: 0.030539	eval_ratio: 0.5964991023339318
Epoch 142,	 train_loss 0.000256	train_ratio 0.719471	eval_loss: 0.030412	eval_ratio: 0.5938061041292639
Epoch 143,	 train_loss 0.000258	train_ratio 0.724594	eval_loss: 0.030420	eval_ratio: 0.5902154398563735
Epoch 144,	 train_loss 0.000256	train_ratio 0.725875	eval_loss: 0.030647	eval_ratio: 0.5964991023339318
Epoch 145,	 train_loss 0.000259	train_ratio 0.725021	eval_loss: 0.030485	eval_ratio: 0.5929084380610413
Epoch 146,	 train_loss 0.000255	train_ratio 0.721605	eval_loss: 0.030483	eval_ratio: 0.5893177737881508
Epoch 147,	 train_loss 0.000252	train_ratio 0.715628	eval_loss: 0.030668	eval_ratio: 0.5870736086175943
Epoch 148,	 train_loss 0.000254	train_ratio 0.732280	eval_loss: 0.031387	eval_ratio: 0.5843806104129264
Epoch 149,	 train_loss 0.000258	train_ratio 0.730999	eval_loss: 0.030850	eval_ratio: 0.5897666068222621
Epoch 150,	 train_loss 0.000252	train_ratio 0.732707	eval_loss: 0.030966	eval_ratio: 0.5938061041292639
Epoch 151,	 train_loss 0.000252	train_ratio 0.727583	eval_loss: 0.030737	eval_ratio: 0.5857271095152603
Epoch 152,	 train_loss 0.000247	train_ratio 0.723313	eval_loss: 0.031025	eval_ratio: 0.5942549371633752
Epoch 153,	 train_loss 0.000248	train_ratio 0.730572	eval_loss: 0.031058	eval_ratio: 0.5938061041292639
Epoch 154,	 train_loss 0.000249	train_ratio 0.720751	eval_loss: 0.030784	eval_ratio: 0.5879712746858169
Epoch 155,	 train_loss 0.000247	train_ratio 0.733134	eval_loss: 0.030989	eval_ratio: 0.59245960502693
Epoch 156,	 train_loss 0.000247	train_ratio 0.720751	eval_loss: 0.031020	eval_ratio: 0.5884201077199281
Epoch 157,	 train_loss 0.000247	train_ratio 0.737831	eval_loss: 0.031473	eval_ratio: 0.5821364452423698
Epoch 158,	 train_loss 0.000247	train_ratio 0.737831	eval_loss: 0.031197	eval_ratio: 0.5897666068222621
Epoch 159,	 train_loss 0.000245	train_ratio 0.744236	eval_loss: 0.031342	eval_ratio: 0.5915619389587073
Epoch 160,	 train_loss 0.000246	train_ratio 0.725448	eval_loss: 0.031032	eval_ratio: 0.5861759425493717
Epoch 161,	 train_loss 0.000241	train_ratio 0.743809	eval_loss: 0.031439	eval_ratio: 0.5893177737881508
Epoch 162,	 train_loss 0.000242	train_ratio 0.739966	eval_loss: 0.031516	eval_ratio: 0.5902154398563735
Epoch 163,	 train_loss 0.000239	train_ratio 0.739539	eval_loss: 0.031068	eval_ratio: 0.5902154398563735
Epoch 164,	 train_loss 0.000245	train_ratio 0.744663	eval_loss: 0.031853	eval_ratio: 0.5884201077199281
Epoch 165,	 train_loss 0.000241	train_ratio 0.742528	eval_loss: 0.031208	eval_ratio: 0.5956014362657092
Epoch 166,	 train_loss 0.000241	train_ratio 0.736123	eval_loss: 0.031351	eval_ratio: 0.5888689407540395
Epoch 167,	 train_loss 0.000238	train_ratio 0.739112	eval_loss: 0.031243	eval_ratio: 0.5911131059245961
Epoch 168,	 train_loss 0.000235	train_ratio 0.735696	eval_loss: 0.031453	eval_ratio: 0.5848294434470377
Epoch 169,	 train_loss 0.000237	train_ratio 0.745517	eval_loss: 0.031697	eval_ratio: 0.5911131059245961
Epoch 170,	 train_loss 0.000235	train_ratio 0.725875	eval_loss: 0.031917	eval_ratio: 0.5866247755834829
Epoch 171,	 train_loss 0.000236	train_ratio 0.744236	eval_loss: 0.032470	eval_ratio: 0.5776481149012568
Epoch 172,	 train_loss 0.000238	train_ratio 0.748933	eval_loss: 0.032101	eval_ratio: 0.5897666068222621
Epoch 173,	 train_loss 0.000232	train_ratio 0.751921	eval_loss: 0.031887	eval_ratio: 0.5884201077199281
Epoch 174,	 train_loss 0.000237	train_ratio 0.737831	eval_loss: 0.031807	eval_ratio: 0.5830341113105925
Epoch 175,	 train_loss 0.000236	train_ratio 0.748506	eval_loss: 0.032470	eval_ratio: 0.5848294434470377
Epoch 176,	 train_loss 0.000235	train_ratio 0.751067	eval_loss: 0.031708	eval_ratio: 0.5897666068222621
Epoch 177,	 train_loss 0.000234	train_ratio 0.736550	eval_loss: 0.032571	eval_ratio: 0.5888689407540395
Epoch 178,	 train_loss 0.000229	train_ratio 0.747225	eval_loss: 0.032060	eval_ratio: 0.5875224416517055
Epoch 179,	 train_loss 0.000229	train_ratio 0.755764	eval_loss: 0.031894	eval_ratio: 0.5906642728904847
Epoch 180,	 train_loss 0.000226	train_ratio 0.719898	eval_loss: 0.032275	eval_ratio: 0.5848294434470377
Epoch 181,	 train_loss 0.000228	train_ratio 0.748506	eval_loss: 0.031872	eval_ratio: 0.5906642728904847
Epoch 182,	 train_loss 0.000225	train_ratio 0.743809	eval_loss: 0.032186	eval_ratio: 0.5870736086175943
Epoch 183,	 train_loss 0.000227	train_ratio 0.744236	eval_loss: 0.032311	eval_ratio: 0.5875224416517055
Epoch 184,	 train_loss 0.000226	train_ratio 0.749360	eval_loss: 0.032849	eval_ratio: 0.5906642728904847
Epoch 185,	 train_loss 0.000226	train_ratio 0.741247	eval_loss: 0.032940	eval_ratio: 0.5870736086175943
Epoch 186,	 train_loss 0.000227	train_ratio 0.737831	eval_loss: 0.032320	eval_ratio: 0.5843806104129264
Epoch 187,	 train_loss 0.000227	train_ratio 0.708796	eval_loss: 0.033700	eval_ratio: 0.5816876122082585
Epoch 188,	 train_loss 0.000226	train_ratio 0.751494	eval_loss: 0.031991	eval_ratio: 0.5848294434470377
Epoch 189,	 train_loss 0.000221	train_ratio 0.756618	eval_loss: 0.032220	eval_ratio: 0.5816876122082585
Epoch 190,	 train_loss 0.000220	train_ratio 0.754910	eval_loss: 0.032259	eval_ratio: 0.5834829443447038
Epoch 191,	 train_loss 0.000225	train_ratio 0.751494	eval_loss: 0.034826	eval_ratio: 0.5632854578096947
Epoch 192,	 train_loss 0.000228	train_ratio 0.757472	eval_loss: 0.032522	eval_ratio: 0.5893177737881508
Epoch 193,	 train_loss 0.000220	train_ratio 0.750640	eval_loss: 0.032436	eval_ratio: 0.5807899461400359
Epoch 194,	 train_loss 0.000218	train_ratio 0.758753	eval_loss: 0.032332	eval_ratio: 0.5839317773788151
Epoch 195,	 train_loss 0.000219	train_ratio 0.748506	eval_loss: 0.032842	eval_ratio: 0.5812387791741472
Epoch 196,	 train_loss 0.000221	train_ratio 0.763877	eval_loss: 0.033513	eval_ratio: 0.5745062836624776
Epoch 197,	 train_loss 0.000223	train_ratio 0.753202	eval_loss: 0.032653	eval_ratio: 0.5866247755834829
Epoch 198,	 train_loss 0.000218	train_ratio 0.742955	eval_loss: 0.033050	eval_ratio: 0.5839317773788151
Epoch 199,	 train_loss 0.000217	train_ratio 0.762596	eval_loss: 0.032776	eval_ratio: 0.5812387791741472
Epoch 200,	 train_loss 0.000215	train_ratio 0.764304	eval_loss: 0.032736	eval_ratio: 0.5807899461400359
Epoch 201,	 train_loss 0.000216	train_ratio 0.766439	eval_loss: 0.032884	eval_ratio: 0.5821364452423698
Epoch 202,	 train_loss 0.000215	train_ratio 0.772844	eval_loss: 0.033123	eval_ratio: 0.5825852782764811
Epoch 203,	 train_loss 0.000223	train_ratio 0.740820	eval_loss: 0.033149	eval_ratio: 0.5812387791741472
Epoch 204,	 train_loss 0.000216	train_ratio 0.764304	eval_loss: 0.033001	eval_ratio: 0.5798922800718133
Epoch 205,	 train_loss 0.000217	train_ratio 0.759180	eval_loss: 0.032923	eval_ratio: 0.5875224416517055
Epoch 206,	 train_loss 0.000212	train_ratio 0.764731	eval_loss: 0.033205	eval_ratio: 0.5816876122082585
Epoch 207,	 train_loss 0.000211	train_ratio 0.763877	eval_loss: 0.033329	eval_ratio: 0.5825852782764811
Epoch 208,	 train_loss 0.000212	train_ratio 0.766439	eval_loss: 0.033149	eval_ratio: 0.5767504488330341
Epoch 209,	 train_loss 0.000212	train_ratio 0.758753	eval_loss: 0.032906	eval_ratio: 0.579443447037702
Epoch 210,	 train_loss 0.000209	train_ratio 0.758326	eval_loss: 0.033401	eval_ratio: 0.5875224416517055
Epoch 211,	 train_loss 0.000212	train_ratio 0.775406	eval_loss: 0.033605	eval_ratio: 0.5798922800718133
Epoch 212,	 train_loss 0.000207	train_ratio 0.750213	eval_loss: 0.033396	eval_ratio: 0.5839317773788151
Epoch 213,	 train_loss 0.000209	train_ratio 0.760034	eval_loss: 0.033250	eval_ratio: 0.579443447037702
Epoch 214,	 train_loss 0.000208	train_ratio 0.760034	eval_loss: 0.033522	eval_ratio: 0.5848294434470377
Epoch 215,	 train_loss 0.000208	train_ratio 0.757472	eval_loss: 0.033293	eval_ratio: 0.5839317773788151
Epoch 216,	 train_loss 0.000209	train_ratio 0.777541	eval_loss: 0.033319	eval_ratio: 0.5821364452423698
Epoch 217,	 train_loss 0.000205	train_ratio 0.762596	eval_loss: 0.033204	eval_ratio: 0.5816876122082585
Epoch 218,	 train_loss 0.000203	train_ratio 0.763877	eval_loss: 0.033426	eval_ratio: 0.5785457809694794
Epoch 219,	 train_loss 0.000204	train_ratio 0.766012	eval_loss: 0.033421	eval_ratio: 0.5821364452423698
Epoch 220,	 train_loss 0.000202	train_ratio 0.756618	eval_loss: 0.033620	eval_ratio: 0.5843806104129264
Epoch 221,	 train_loss 0.000206	train_ratio 0.768574	eval_loss: 0.033179	eval_ratio: 0.5812387791741472
Epoch 222,	 train_loss 0.000202	train_ratio 0.774979	eval_loss: 0.033615	eval_ratio: 0.5807899461400359
Epoch 223,	 train_loss 0.000202	train_ratio 0.756191	eval_loss: 0.033593	eval_ratio: 0.579443447037702
Epoch 224,	 train_loss 0.000200	train_ratio 0.779675	eval_loss: 0.033664	eval_ratio: 0.573608617594255
Epoch 225,	 train_loss 0.000204	train_ratio 0.771136	eval_loss: 0.033797	eval_ratio: 0.5816876122082585
Epoch 226,	 train_loss 0.000201	train_ratio 0.775406	eval_loss: 0.033557	eval_ratio: 0.5776481149012568
Epoch 227,	 train_loss 0.000200	train_ratio 0.773271	eval_loss: 0.033595	eval_ratio: 0.5798922800718133
Epoch 228,	 train_loss 0.000198	train_ratio 0.782237	eval_loss: 0.034031	eval_ratio: 0.5758527827648114
Epoch 229,	 train_loss 0.000200	train_ratio 0.778822	eval_loss: 0.033955	eval_ratio: 0.578096947935368
Epoch 230,	 train_loss 0.000196	train_ratio 0.759180	eval_loss: 0.034031	eval_ratio: 0.573608617594255
Epoch 231,	 train_loss 0.000199	train_ratio 0.774125	eval_loss: 0.034039	eval_ratio: 0.5749551166965888
Epoch 232,	 train_loss 0.000199	train_ratio 0.767293	eval_loss: 0.034144	eval_ratio: 0.5798922800718133
Epoch 233,	 train_loss 0.000196	train_ratio 0.777114	eval_loss: 0.034070	eval_ratio: 0.5767504488330341
Epoch 234,	 train_loss 0.000197	train_ratio 0.778822	eval_loss: 0.033882	eval_ratio: 0.5749551166965888
Epoch 235,	 train_loss 0.000196	train_ratio 0.772844	eval_loss: 0.034197	eval_ratio: 0.572262118491921
